sentence_index,chapter_number,sentence
3209,9,"""\u201cDid you start him in business?\u201d"""
3210,9,"""I inquired."""
3211,9,"""\u201cStart him!"""
3212,9,"""I made him.\u201d"""
3213,9,"""\u201cOh.\u201d"""
3214,9,"""\u201cI raised him up out of nothing, right out of the gutter."""
3215,9,"""I saw right away he was a fine-appearing, gentlemanly young man, and when he told me he was at Oggsford I knew I could use him good."""
3216,9,"""I got him to join the American Legion and he used to stand high there."""
3217,9,"""Right off he did some work for a client of mine up to Albany."""
3218,9,"""We were so thick like that in everything\u201d\u2014he held up two bulbous fingers\u2014\u201calways together.\u201d"""
3219,9,"""I wondered if this partnership had included the World\u2019s Series transaction in 1919."""
3220,9,"""\u201cNow he\u2019s dead,\u201d I said after a moment."""
3221,9,"""\u201cYou were his closest friend, so"""
3222,9,"""I know you\u2019ll want to come to his funeral this afternoon.\u201d"""
3223,9,"""\u201cI\u2019d like to come.\u201d"""
3224,9,"""\u201cWell, come then.\u201d"""
3225,9,"""The hair in his nostrils quivered slightly, and as he shook his head his eyes filled with tears."""
3226,9,"""\u201cI can\u2019t do it\u2014I can\u2019t get mixed up in it,\u201d he said."""
3227,9,"""\u201cThere\u2019s nothing to get mixed up in."""
3228,9,"""It\u2019s all over now.\u201d"""
3229,9,"""\u201cWhen a man gets killed I never like to get mixed up in it in any way."""
3230,9,"""I keep out."""
3231,9,"""When I was a young man it was different\u2014if a friend of mine died, no matter how, I stuck with them to the end."""
3232,9,"""You may think that\u2019s sentimental, but I mean it\u2014to the bitter end.\u201d"""
3233,9,"""I saw that for some reason of his own he was determined not to come, so I stood up."""
3234,9,"""\u201cAre you a college man?\u201d"""
3235,9,"""he inquired suddenly."""
3236,9,"""For a moment I thought he was going to suggest a \u201cgonnegtion,\u201d but he only nodded and shook my hand."""
3237,9,"""\u201cLet us learn to show our friendship for a man when he is alive and not after he is dead,\u201d he suggested."""
3238,9,"""\u201cAfter that my own rule is to let everything alone.\u201d"""
3239,9,"""When I left his office the sky had turned dark and I got back to West Egg in a drizzle."""
3240,9,"""After changing my clothes I went next door and found Mr. Gatz walking up and down excitedly in the hall."""
3241,9,"""His pride in his son and in his son\u2019s possessions was continually increasing and now he had something to show me."""
3242,9,"""\u201cJimmy sent me this picture.\u201d"""
3243,9,"""He took out his wallet with trembling fingers."""
3244,9,"""\u201cLook there.\u201d"""
3245,9,"""It was a photograph of the house, cracked in the corners and dirty with many hands."""
3246,9,"""He pointed out every detail to me eagerly."""
3247,9,"""\u201cLook there!\u201d"""
3248,9,"""and then sought admiration from my eyes."""
3249,9,"""He had shown it so often that I think it was more real to him now than the house itself."""
3250,9,"""\u201cJimmy sent it to me."""
3251,9,"""I think it\u2019s a very pretty picture."""
3252,9,"""It shows up well.\u201d"""
3253,9,"""\u201cVery well."""
3254,9,"""Had you seen him lately?\u201d"""
3255,9,"""\u201cHe come out to see me two years ago and bought me the house I live in now."""
3256,9,"""Of course we was broke up when he run off from home, but I see now there was a reason for it."""
3257,9,"""He knew he had a big future in front of him."""
3258,9,"""And ever since he made a success he was very generous with me.\u201d"""
3259,9,"""He seemed reluctant to put away the picture, held it for another minute, lingeringly, before my eyes."""
3260,9,"""Then he returned the wallet and pulled from his pocket a ragged old copy of a book called Hopalong Cassidy."""
3261,9,"""\u201cLook here, this is a book he had when he was a boy."""
3262,9,"""It just shows you.\u201d"""
3263,9,"""He opened it at the back cover and turned it around for me to see."""
3264,9,"""On the last flyleaf was printed the word schedule, and the date September 12, 1906."""
3265,9,"""And underneath:     Rise from bed                                  6:00      a.m.     """
3266,9,"""Dumbell exercise and wall-scaling              6:15-6:30 \u201d     Study electricity, etc.                        7:15-8:15 \u201d     Work                                           8:30-4:30 p.m.     Baseball and sports                            4:30-5:00 \u201d     Practise elocution, poise and how to attain it 5:00-6:00 \u201d     Study needed inventions                        7:00-9:00 \u201d                General Resolves   *"""
3267,9,"""No wasting time at Shafters or [a name, indecipherable]   """
3268,9,"""* No more smokeing or chewing.   """
3269,9,"""* Bath every other day   *"""
3270,9,"""Read one improving book or magazine per week   *"""
3271,9,"""Save $5.00 [crossed out] $3.00 per week   * Be better to parents \u201cI came across this book by accident,\u201d said the old man."""
3272,9,"""\u201cIt just shows you, don\u2019t it?\u201d"""
3273,9,"""\u201cIt just shows you.\u201d"""
3274,9,"""\u201cJimmy was bound to get ahead."""
3275,9,"""He always had some resolves like this or something."""
3276,9,"""Do you notice what he\u2019s got about improving his mind?"""
3277,9,"""He was always great for that."""
3278,9,"""He told me I et like a hog once, and I beat him for it.\u201d"""
3279,9,"""He was reluctant to close the book, reading each item aloud and then looking eagerly at me."""
3280,9,"""I think he rather expected me to copy down the list for my own use."""
3281,9,"""A little before three the Lutheran minister arrived from Flushing, and I began to look involuntarily out the windows for other cars."""
3282,9,"""So did Gatsby\u2019s father."""
3283,9,"""And as the time passed and the servants came in and stood waiting in the hall, his eyes began to blink anxiously, and he spoke of the rain in a worried, uncertain way."""
3284,9,"""The minister glanced several times at his watch, so I took him aside and asked him to wait for half an hour."""
3285,9,"""But it wasn\u2019t any use."""
3286,9,"""Nobody came."""
3287,9,"""------------------------------------------------------------------------"""
3288,9,"""About five o\u2019clock our procession of three cars reached the cemetery and stopped in a thick drizzle beside the gate\u2014first a motor hearse, horribly black and wet, then Mr. Gatz and the minister and me in the limousine, and a little later four or five servants and the postman from West Egg, in Gatsby\u2019s station wagon, all wet to the skin."""
3289,9,"""As we started through the gate into the cemetery I heard a car stop and then the sound of someone splashing after us over the soggy ground."""
3290,9,"""I looked around."""
3291,9,"""It was the man with owl-eyed glasses whom I had found marvelling over Gatsby\u2019s books in the library one night three months before."""
3292,9,"""I\u2019d never seen him since then."""
3293,9,"""I don\u2019t know how he knew about the funeral, or even his name."""
3294,9,"""The rain poured down his thick glasses, and he took them off and wiped them to see the protecting canvas unrolled from Gatsby\u2019s grave."""
3295,9,"""I tried to think about Gatsby then for a moment, but he was already too far away, and I could only remember, without resentment, that Daisy hadn\u2019t sent a message or a flower."""
3296,9,"""Dimly I heard someone murmur"""
3297,9,"""\u201cBlessed are the dead that the rain falls on,\u201d and then the owl-eyed man said \u201cAmen to that,\u201d in a brave voice."""
3298,9,"""We straggled down quickly through the rain to the cars."""
3299,9,"""Owl-eyes spoke to me by the gate."""
3300,9,"""\u201cI couldn\u2019t get to the house,\u201d he remarked."""
3301,9,"""\u201cNeither could anybody else.\u201d"""
3302,9,"""\u201cGo on!\u201d"""
3303,9,"""He started."""
3304,9,"""\u201cWhy, my God!"""
3305,9,"""they used to go there by the hundreds.\u201d"""
3306,9,"""He took off his glasses and wiped them again, outside and in."""
3307,9,"""\u201cThe poor son-of-a-bitch,\u201d he said."""
3308,9,"""------------------------------------------------------------------------"""
3309,9,"""One of my most vivid memories is of coming back West from prep school and later from college at Christmas time."""
3310,9,"""Those who went farther than Chicago would gather in the old dim Union Station at six o\u2019clock of a December evening, with a few Chicago friends, already caught up into their own holiday gaieties, to bid them a hasty goodbye."""
3311,9,"""I remember the fur coats of the girls returning from Miss This-or-That\u2019s and the chatter of frozen breath and the hands waving overhead as we caught sight of old acquaintances, and the matchings of invitations: \u201cAre you going to the Ordways\u2019?"""
3312,9,"""the Herseys\u2019?"""
3313,9,"""the Schultzes\u2019?\u201d"""
3314,9,"""and the long green tickets clasped tight in our gloved hands."""
3315,9,"""And last the murky yellow cars of the Chicago, Milwaukee and St. Paul railroad looking cheerful as Christmas itself on the tracks beside the gate."""
3316,9,"""When we pulled out into the winter night and the real snow, our snow, began to stretch out beside us and twinkle against the windows, and the dim lights of small Wisconsin stations moved by, a sharp wild brace came suddenly into the air."""
3317,9,"""We drew in deep breaths of it as we walked back from dinner through the cold vestibules, unutterably aware of our identity with this country for one strange hour, before we melted indistinguishably into it again."""
3318,9,"""That\u2019s my Middle West\u2014not the wheat or the prairies or the lost Swede towns, but the thrilling returning trains of my youth, and the street lamps and sleigh bells in the frosty dark and the shadows of holly wreaths thrown by lighted windows on the snow."""
3319,9,"""I am part of that, a little solemn with the feel of those long winters, a little complacent from growing up in the Carraway house in a city where dwellings are still called through decades by a family\u2019s name."""
3320,9,"""I see now that this has been a story of the West, after all\u2014Tom and Gatsby, Daisy and Jordan and I, were all Westerners, and perhaps we possessed some deficiency in common which made us subtly unadaptable to Eastern life."""
3321,9,"""Even when the East excited me most, even when I was most keenly aware of its superiority to the bored, sprawling, swollen towns beyond the Ohio, with their interminable inquisitions which spared only the children and the very old\u2014even then it had always for me a quality of distortion."""
